case_id,dataset,fault_type,root_cause_service,raw_rank,observed_ar_rank,counterfactual_ar_rank,raw_to_counterfactual_delta,observed_to_counterfactual_delta,raw_top1,observed_ar_top1,counterfactual_ar_top1,counterfactual_top_competitor,root_top3_clip_mean,root_top3_clip_max,root_top3_any_clipped,competitor_top3_clip_mean,competitor_top3_clip_max,competitor_top3_any_clipped,raw_winner_top3_clip_mean,raw_winner_top3_any_clipped,observed_winner_top3_clip_mean,observed_winner_top3_any_clipped,root_or_competitor_any_clipped
re1_tt__ts-auth-service_loss__5,re1_tt,loss,ts-auth-service,24,36,6,18,30,ts-consign-price-mongo,ts-consign-price-mongo,ts-consign-price-mongo,ts-consign-price-mongo,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-auth-service_mem__1,re1_tt,mem,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-auth-service_mem__2,re1_tt,mem,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,192-168-93-129-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-auth-service_mem__3,re1_tt,mem,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-auth-service_mem__4,re1_tt,mem,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,192-168-93-129-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-auth-service_mem__5,re1_tt,mem,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,192-168-93-129-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-order-service_cpu__1,re1_tt,cpu,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,ts-auth-mongo,0.21205821205821207,0.6361746361746362,True,0.3333333333333333,1.0,True,0.21205821205821207,True,0.21205821205821207,True,True
re1_tt__ts-order-service_cpu__2,re1_tt,cpu,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,ts-news-service,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-order-service_cpu__3,re1_tt,cpu,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,ts-assurance-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-order-service_cpu__4,re1_tt,cpu,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,ts-payment-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-order-service_cpu__5,re1_tt,cpu,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-order-service_delay__1,re1_tt,delay,ts-order-service,12,14,12,0,2,192-168-51-251-9100,192-168-51-251-9100,192-168-51-251-9100,192-168-51-251-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-order-service_delay__2,re1_tt,delay,ts-order-service,10,11,9,1,2,ts-preserve-service,ts-preserve-service,ts-preserve-service,ts-preserve-service,0.3333333333333333,1.0,True,1.0,1.0,True,1.0,True,1.0,True,True
re1_tt__ts-order-service_delay__3,re1_tt,delay,ts-order-service,5,6,4,1,2,192-168-93-129-9100,192-168-93-129-9100,192-168-93-129-9100,192-168-93-129-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-order-service_delay__4,re1_tt,delay,ts-order-service,5,6,5,0,1,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-order-service_delay__5,re1_tt,delay,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,ts-inside-payment-service,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-order-service_disk__1,re1_tt,disk,ts-order-service,1,2,1,0,1,ts-order-service,10-192-15-225-9100,ts-order-service,10-192-15-225-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.0,False,True
re1_tt__ts-order-service_disk__2,re1_tt,disk,ts-order-service,1,2,1,0,1,ts-order-service,10-192-15-223-9100,ts-order-service,10-192-15-223-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.0,False,True
re1_tt__ts-order-service_disk__3,re1_tt,disk,ts-order-service,1,2,1,0,1,ts-order-service,10-192-15-224-9100,ts-order-service,10-192-15-224-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.0,False,True
re1_tt__ts-order-service_disk__4,re1_tt,disk,ts-order-service,2,2,1,1,1,10-192-15-219-9100,10-192-15-219-9100,ts-order-service,10-192-15-219-9100,0.3333333333333333,1.0,True,0.11634349030470914,0.3490304709141274,True,0.11634349030470914,True,0.11634349030470914,True,True
re1_tt__ts-order-service_disk__5,re1_tt,disk,ts-order-service,1,3,1,0,2,ts-order-service,10-192-15-225-9100,ts-order-service,10-192-15-225-9100,0.3333333333333333,1.0,True,0.0018467220683287165,0.00554016620498615,True,0.3333333333333333,True,0.0018467220683287165,True,True
re1_tt__ts-order-service_loss__1,re1_tt,loss,ts-order-service,3,2,2,1,0,ts-preserve-other-service,ts-preserve-other-service,ts-preserve-other-service,ts-preserve-other-service,0.0,0.0,False,1.0,1.0,True,1.0,True,1.0,True,True
re1_tt__ts-order-service_loss__2,re1_tt,loss,ts-order-service,3,2,2,1,0,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,0.24324324324324323,0.7297297297297297,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_tt__ts-order-service_loss__3,re1_tt,loss,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,ts-config-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-order-service_loss__4,re1_tt,loss,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,ts-inside-payment-mongo,0.0,0.0,False,0.27234927234927236,0.817047817047817,True,0.0,False,0.0,False,True
re1_tt__ts-order-service_loss__5,re1_tt,loss,ts-order-service,3,3,2,1,1,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-order-service_mem__1,re1_tt,mem,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,192-168-29-237-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-order-service_mem__2,re1_tt,mem,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,192-168-45-158-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-order-service_mem__3,re1_tt,mem,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,192-168-29-237-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-order-service_mem__4,re1_tt,mem,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-order-service_mem__5,re1_tt,mem,ts-order-service,1,1,1,0,0,ts-order-service,ts-order-service,ts-order-service,192-168-51-251-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-route-service_cpu__1,re1_tt,cpu,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,192-168-45-158-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-route-service_cpu__2,re1_tt,cpu,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,ts-order-other-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-route-service_cpu__3,re1_tt,cpu,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,ts-consign-service,0.0,0.0,False,1.0,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-route-service_cpu__4,re1_tt,cpu,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,ts-food-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-route-service_cpu__5,re1_tt,cpu,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,ts-order-other-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-route-service_delay__1,re1_tt,delay,ts-route-service,5,6,5,0,1,192-168-76-138-9100,192-168-76-138-9100,192-168-76-138-9100,192-168-76-138-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-route-service_delay__2,re1_tt,delay,ts-route-service,2,2,2,0,0,ts-admin-travel-service,ts-admin-travel-service,ts-admin-travel-service,ts-admin-travel-service,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-route-service_delay__3,re1_tt,delay,ts-route-service,2,1,3,-1,-2,ts-ui-dashboard,ts-route-service,ts-ui-dashboard,ts-ui-dashboard,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-route-service_delay__4,re1_tt,delay,ts-route-service,6,5,5,1,0,ts-food-mongo,ts-news-service,ts-travel-service,ts-travel-service,0.0,0.0,False,0.0,0.0,False,0.6666666666666666,True,0.3333333333333333,True,False
re1_tt__ts-route-service_delay__5,re1_tt,delay,ts-route-service,2,1,5,-3,-4,ts-auth-mongo,ts-route-service,ts-auth-mongo,ts-auth-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.6666666666666666,True,0.0,False,True
re1_tt__ts-route-service_disk__1,re1_tt,disk,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,ts-preserve-other-service,0.6666666666666666,1.0,True,1.0,1.0,True,0.6666666666666666,True,0.6666666666666666,True,True
re1_tt__ts-route-service_disk__2,re1_tt,disk,ts-route-service,1,2,1,0,1,ts-route-service,10-192-15-221-9100,ts-route-service,10-192-15-221-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.0,False,True
re1_tt__ts-route-service_disk__3,re1_tt,disk,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,ts-station-service,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.6666666666666666,True,True
re1_tt__ts-route-service_disk__4,re1_tt,disk,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,ts-admin-route-service,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.6666666666666666,True,True
re1_tt__ts-route-service_disk__5,re1_tt,disk,ts-route-service,1,2,1,0,1,ts-route-service,10-192-15-226-9100,ts-route-service,10-192-15-226-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.0,False,True
re1_tt__ts-route-service_loss__1,re1_tt,loss,ts-route-service,3,1,4,-1,-3,ts-travel2-mongo,ts-route-service,ts-travel2-mongo,ts-travel2-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.6666666666666666,True,0.0,False,True
re1_tt__ts-route-service_loss__2,re1_tt,loss,ts-route-service,4,2,2,2,0,ts-security-mongo,ts-security-mongo,ts-ui-dashboard,ts-ui-dashboard,0.0,0.0,False,0.0,0.0,False,0.6666666666666666,True,0.6666666666666666,True,False
re1_tt__ts-route-service_loss__3,re1_tt,loss,ts-route-service,3,2,3,0,-1,ts-auth-mongo,ts-notification-service,ts-admin-travel-service,ts-admin-travel-service,0.0,0.0,False,0.0,0.0,False,0.0,False,1.0,True,False
re1_tt__ts-route-service_loss__4,re1_tt,loss,ts-route-service,6,5,4,2,1,ts-news-service,ts-news-service,ts-travel-service,ts-travel-service,0.0,0.0,False,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,False
re1_tt__ts-route-service_loss__5,re1_tt,loss,ts-route-service,15,13,8,7,5,192-168-93-129-9100,192-168-93-129-9100,192-168-93-129-9100,192-168-93-129-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-route-service_mem__1,re1_tt,mem,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,192-168-29-237-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-route-service_mem__2,re1_tt,mem,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,192-168-76-138-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-route-service_mem__3,re1_tt,mem,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,192-168-29-237-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-route-service_mem__4,re1_tt,mem,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,192-168-93-129-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-route-service_mem__5,re1_tt,mem,ts-route-service,1,1,1,0,0,ts-route-service,ts-route-service,ts-route-service,192-168-93-129-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_cpu__1,re1_tt,cpu,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,ts-price-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-train-service_cpu__2,re1_tt,cpu,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,192-168-51-251-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_cpu__3,re1_tt,cpu,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,ts-assurance-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-train-service_cpu__4,re1_tt,cpu,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,ts-consign-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-train-service_cpu__5,re1_tt,cpu,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,ts-price-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-train-service_delay__1,re1_tt,delay,ts-train-service,4,2,4,0,-2,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_delay__2,re1_tt,delay,ts-train-service,2,2,2,0,0,ts-admin-travel-service,ts-admin-travel-service,ts-admin-travel-service,ts-admin-travel-service,0.0,0.0,False,1.0,1.0,True,1.0,True,1.0,True,True
re1_tt__ts-train-service_delay__3,re1_tt,delay,ts-train-service,5,3,5,0,-2,ts-ui-dashboard,ts-ui-dashboard,ts-ui-dashboard,ts-ui-dashboard,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_delay__4,re1_tt,delay,ts-train-service,4,4,4,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-travel-service,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_delay__5,re1_tt,delay,ts-train-service,7,6,7,0,-1,192-168-29-237-9100,192-168-76-138-9100,192-168-29-237-9100,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_disk__1,re1_tt,disk,ts-train-service,2,4,2,0,2,10-192-15-225-9100,10-192-15-225-9100,10-192-15-225-9100,10-192-15-225-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_tt__ts-train-service_disk__2,re1_tt,disk,ts-train-service,2,2,1,1,1,10-192-15-223-9100,10-192-15-223-9100,ts-train-service,10-192-15-223-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_tt__ts-train-service_disk__3,re1_tt,disk,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,ts-preserve-other-service,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-train-service_disk__4,re1_tt,disk,ts-train-service,1,2,1,0,1,ts-train-service,10-192-15-222-9100,ts-train-service,10-192-15-222-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.0,False,True
re1_tt__ts-train-service_disk__5,re1_tt,disk,ts-train-service,1,2,1,0,1,ts-train-service,10-192-15-222-9100,ts-train-service,10-192-15-222-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.0,False,True
re1_tt__ts-train-service_loss__1,re1_tt,loss,ts-train-service,5,4,6,-1,-2,192-168-76-138-9100,192-168-76-138-9100,192-168-76-138-9100,192-168-76-138-9100,0.0,0.0,False,0.30353430353430355,0.9106029106029107,True,0.30353430353430355,True,0.30353430353430355,True,True
re1_tt__ts-train-service_loss__2,re1_tt,loss,ts-train-service,3,2,3,0,-1,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_loss__3,re1_tt,loss,ts-train-service,3,1,4,-1,-3,ts-food-map-mongo,ts-train-service,ts-admin-travel-service,ts-admin-travel-service,0.0,0.0,False,0.0,0.0,False,0.3333333333333333,True,0.0,False,False
re1_tt__ts-train-service_loss__4,re1_tt,loss,ts-train-service,5,1,5,0,-4,ts-admin-travel-service,ts-train-service,ts-admin-travel-service,ts-admin-travel-service,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_loss__5,re1_tt,loss,ts-train-service,4,1,5,-1,-4,ts-price-mongo,ts-train-service,ts-travel-service,ts-travel-service,0.0,0.0,False,0.0,0.0,False,0.6666666666666666,True,0.0,False,False
re1_tt__ts-train-service_mem__1,re1_tt,mem,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,192-168-93-129-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-train-service_mem__2,re1_tt,mem,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,192-168-93-129-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-train-service_mem__3,re1_tt,mem,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,192-168-45-158-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-train-service_mem__4,re1_tt,mem,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-train-service_mem__5,re1_tt,mem,ts-train-service,1,1,1,0,0,ts-train-service,ts-train-service,ts-train-service,192-168-76-138-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-travel-service_cpu__1,re1_tt,cpu,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-travel-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-travel-service_cpu__2,re1_tt,cpu,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-travel2-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-travel-service_cpu__3,re1_tt,cpu,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,192-168-76-138-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_cpu__4,re1_tt,cpu,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,192-168-93-129-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_cpu__5,re1_tt,cpu,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-auth-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-travel-service_delay__1,re1_tt,delay,ts-travel-service,9,10,7,2,3,192-168-93-129-9100,192-168-93-129-9100,192-168-93-129-9100,192-168-93-129-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_delay__2,re1_tt,delay,ts-travel-service,21,14,10,11,4,ts-config-mongo,ts-consign-price-mongo,ts-consign-price-mongo,ts-consign-price-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.6666666666666666,True,0.3333333333333333,True,True
re1_tt__ts-travel-service_delay__3,re1_tt,delay,ts-travel-service,2,1,2,0,-1,ts-admin-travel-service,ts-travel-service,ts-admin-travel-service,ts-admin-travel-service,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_delay__4,re1_tt,delay,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-admin-travel-service,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_delay__5,re1_tt,delay,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-ui-dashboard,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_disk__1,re1_tt,disk,ts-travel-service,1,2,1,0,1,ts-travel-service,10-192-15-226-9100,ts-travel-service,10-192-15-226-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.0,False,True
re1_tt__ts-travel-service_disk__2,re1_tt,disk,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-basic-service,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.6666666666666666,True,True
re1_tt__ts-travel-service_disk__3,re1_tt,disk,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-ui-dashboard,0.6666666666666666,1.0,True,0.3333333333333333,1.0,True,0.6666666666666666,True,0.6666666666666666,True,True
re1_tt__ts-travel-service_disk__4,re1_tt,disk,ts-travel-service,2,2,2,0,0,10-192-15-223-9100,10-192-15-223-9100,10-192-15-223-9100,10-192-15-223-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_tt__ts-travel-service_disk__5,re1_tt,disk,ts-travel-service,1,2,1,0,1,ts-travel-service,10-192-15-225-9100,ts-travel-service,10-192-15-225-9100,0.6666666666666666,1.0,True,0.0018467220683287165,0.00554016620498615,True,0.6666666666666666,True,0.0018467220683287165,True,True
re1_tt__ts-travel-service_loss__1,re1_tt,loss,ts-travel-service,4,5,3,1,2,ts-ui-dashboard,ts-ui-dashboard,ts-ui-dashboard,ts-ui-dashboard,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_loss__2,re1_tt,loss,ts-travel-service,35,32,43,-8,-11,ts-auth-mongo,ts-auth-mongo,ts-auth-mongo,ts-auth-mongo,0.3333333333333333,1.0,True,0.3333333333333333,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-travel-service_loss__3,re1_tt,loss,ts-travel-service,4,3,3,1,0,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,192-168-45-158-9100,0.32432432432432434,0.972972972972973,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_tt__ts-travel-service_loss__4,re1_tt,loss,ts-travel-service,3,2,1,2,1,ts-food-service,ts-food-service,ts-travel-service,ts-admin-travel-service,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_loss__5,re1_tt,loss,ts-travel-service,8,7,3,5,4,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-travel-service_mem__1,re1_tt,mem,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-food-map-mongo,0.3333333333333333,1.0,True,0.6666666666666666,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-travel-service_mem__2,re1_tt,mem,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,192-168-29-237-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-travel-service_mem__3,re1_tt,mem,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,192-168-93-129-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-travel-service_mem__4,re1_tt,mem,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,192-168-93-129-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-travel-service_mem__5,re1_tt,mem,ts-travel-service,1,1,1,0,0,ts-travel-service,ts-travel-service,ts-travel-service,ts-travel2-mongo,0.3333333333333333,1.0,True,0.6666666666666666,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
