ar_rank,ar_result_file,case_id,dataset,delta,fault_type,movement,raw_rank,raw_result_file,root_cause_service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_cpu__5.json,re1_ss__payment_cpu__5,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_cpu__5.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_delay__1.json,re1_ss__payment_delay__1,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_delay__1.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_delay__2.json,re1_ss__payment_delay__2,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_delay__2.json,payment
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_delay__3.json,re1_ss__payment_delay__3,re1_ss,-1,delay,worsened,3,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_delay__3.json,payment
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_delay__4.json,re1_ss__payment_delay__4,re1_ss,0,delay,same,3,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_delay__4.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_delay__5.json,re1_ss__payment_delay__5,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_delay__5.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_disk__1.json,re1_ss__payment_disk__1,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_disk__1.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_disk__2.json,re1_ss__payment_disk__2,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_disk__2.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_disk__3.json,re1_ss__payment_disk__3,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_disk__3.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_disk__4.json,re1_ss__payment_disk__4,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_disk__4.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_disk__5.json,re1_ss__payment_disk__5,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_disk__5.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_loss__1.json,re1_ss__payment_loss__1,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_loss__1.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_loss__2.json,re1_ss__payment_loss__2,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_loss__2.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_loss__3.json,re1_ss__payment_loss__3,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_loss__3.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_loss__4.json,re1_ss__payment_loss__4,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_loss__4.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_loss__5.json,re1_ss__payment_loss__5,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_loss__5.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_mem__1.json,re1_ss__payment_mem__1,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_mem__1.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_mem__2.json,re1_ss__payment_mem__2,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_mem__2.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_mem__3.json,re1_ss__payment_mem__3,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_mem__3.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_mem__4.json,re1_ss__payment_mem__4,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_mem__4.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_mem__5.json,re1_ss__payment_mem__5,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_mem__5.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_cpu__1.json,re1_ss__user_cpu__1,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_cpu__1.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_cpu__2.json,re1_ss__user_cpu__2,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_cpu__2.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_cpu__3.json,re1_ss__user_cpu__3,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_cpu__3.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_cpu__4.json,re1_ss__user_cpu__4,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_cpu__4.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_cpu__5.json,re1_ss__user_cpu__5,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_cpu__5.json,user
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_delay__1.json,re1_ss__user_delay__1,re1_ss,0,delay,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_delay__1.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_delay__2.json,re1_ss__user_delay__2,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_delay__2.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_delay__3.json,re1_ss__user_delay__3,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_delay__3.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_delay__4.json,re1_ss__user_delay__4,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_delay__4.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_delay__5.json,re1_ss__user_delay__5,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_delay__5.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_disk__1.json,re1_ss__user_disk__1,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_disk__1.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_disk__2.json,re1_ss__user_disk__2,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_disk__2.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_disk__3.json,re1_ss__user_disk__3,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_disk__3.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_disk__4.json,re1_ss__user_disk__4,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_disk__4.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_disk__5.json,re1_ss__user_disk__5,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_disk__5.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_loss__1.json,re1_ss__user_loss__1,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_loss__1.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_loss__2.json,re1_ss__user_loss__2,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_loss__2.json,user
6,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_loss__3.json,re1_ss__user_loss__3,re1_ss,-2,loss,worsened,4,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_loss__3.json,user
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_loss__4.json,re1_ss__user_loss__4,re1_ss,0,loss,same,4,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_loss__4.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_loss__5.json,re1_ss__user_loss__5,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_loss__5.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_mem__1.json,re1_ss__user_mem__1,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_mem__1.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_mem__2.json,re1_ss__user_mem__2,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_mem__2.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_mem__3.json,re1_ss__user_mem__3,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_mem__3.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_mem__4.json,re1_ss__user_mem__4,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_mem__4.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__user_mem__5.json,re1_ss__user_mem__5,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__user_mem__5.json,user
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_cpu__1.json,re1_tt__ts-auth-service_cpu__1,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_cpu__1.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_cpu__2.json,re1_tt__ts-auth-service_cpu__2,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_cpu__2.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_cpu__3.json,re1_tt__ts-auth-service_cpu__3,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_cpu__3.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_cpu__4.json,re1_tt__ts-auth-service_cpu__4,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_cpu__4.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_cpu__5.json,re1_tt__ts-auth-service_cpu__5,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_cpu__5.json,ts-auth-service
11,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_delay__1.json,re1_tt__ts-auth-service_delay__1,re1_tt,9,delay,improved,20,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_delay__1.json,ts-auth-service
36,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_delay__2.json,re1_tt__ts-auth-service_delay__2,re1_tt,-10,delay,worsened,26,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_delay__2.json,ts-auth-service
28,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_delay__3.json,re1_tt__ts-auth-service_delay__3,re1_tt,-8,delay,worsened,20,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_delay__3.json,ts-auth-service
9,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_delay__4.json,re1_tt__ts-auth-service_delay__4,re1_tt,-1,delay,worsened,8,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_delay__4.json,ts-auth-service
10,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_delay__5.json,re1_tt__ts-auth-service_delay__5,re1_tt,-2,delay,worsened,8,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_delay__5.json,ts-auth-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_disk__1.json,re1_tt__ts-auth-service_disk__1,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_disk__1.json,ts-auth-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_disk__2.json,re1_tt__ts-auth-service_disk__2,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_disk__2.json,ts-auth-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_disk__3.json,re1_tt__ts-auth-service_disk__3,re1_tt,0,disk,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_disk__3.json,ts-auth-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_disk__4.json,re1_tt__ts-auth-service_disk__4,re1_tt,0,disk,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_disk__4.json,ts-auth-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_disk__5.json,re1_tt__ts-auth-service_disk__5,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_disk__5.json,ts-auth-service
17,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_loss__1.json,re1_tt__ts-auth-service_loss__1,re1_tt,-4,loss,worsened,13,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_loss__1.json,ts-auth-service
30,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_loss__2.json,re1_tt__ts-auth-service_loss__2,re1_tt,-6,loss,worsened,24,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_loss__2.json,ts-auth-service
16,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_loss__3.json,re1_tt__ts-auth-service_loss__3,re1_tt,7,loss,improved,23,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_loss__3.json,ts-auth-service
28,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_loss__4.json,re1_tt__ts-auth-service_loss__4,re1_tt,-6,loss,worsened,22,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_loss__4.json,ts-auth-service
36,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_loss__5.json,re1_tt__ts-auth-service_loss__5,re1_tt,-12,loss,worsened,24,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_loss__5.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_mem__1.json,re1_tt__ts-auth-service_mem__1,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_mem__1.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_mem__2.json,re1_tt__ts-auth-service_mem__2,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_mem__2.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_mem__3.json,re1_tt__ts-auth-service_mem__3,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_mem__3.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_mem__4.json,re1_tt__ts-auth-service_mem__4,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_mem__4.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-auth-service_mem__5.json,re1_tt__ts-auth-service_mem__5,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-auth-service_mem__5.json,ts-auth-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_cpu__1.json,re1_tt__ts-order-service_cpu__1,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_cpu__1.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_cpu__2.json,re1_tt__ts-order-service_cpu__2,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_cpu__2.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_cpu__3.json,re1_tt__ts-order-service_cpu__3,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_cpu__3.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_cpu__4.json,re1_tt__ts-order-service_cpu__4,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_cpu__4.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_cpu__5.json,re1_tt__ts-order-service_cpu__5,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_cpu__5.json,ts-order-service
14,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_delay__1.json,re1_tt__ts-order-service_delay__1,re1_tt,-2,delay,worsened,12,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_delay__1.json,ts-order-service
11,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_delay__2.json,re1_tt__ts-order-service_delay__2,re1_tt,-1,delay,worsened,10,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_delay__2.json,ts-order-service
6,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_delay__3.json,re1_tt__ts-order-service_delay__3,re1_tt,-1,delay,worsened,5,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_delay__3.json,ts-order-service
6,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_delay__4.json,re1_tt__ts-order-service_delay__4,re1_tt,-1,delay,worsened,5,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_delay__4.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_delay__5.json,re1_tt__ts-order-service_delay__5,re1_tt,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_delay__5.json,ts-order-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_disk__1.json,re1_tt__ts-order-service_disk__1,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_disk__1.json,ts-order-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_disk__2.json,re1_tt__ts-order-service_disk__2,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_disk__2.json,ts-order-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_disk__3.json,re1_tt__ts-order-service_disk__3,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_disk__3.json,ts-order-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_disk__4.json,re1_tt__ts-order-service_disk__4,re1_tt,0,disk,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_disk__4.json,ts-order-service
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_disk__5.json,re1_tt__ts-order-service_disk__5,re1_tt,-2,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_disk__5.json,ts-order-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_loss__1.json,re1_tt__ts-order-service_loss__1,re1_tt,1,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_loss__1.json,ts-order-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_loss__2.json,re1_tt__ts-order-service_loss__2,re1_tt,1,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_loss__2.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_loss__3.json,re1_tt__ts-order-service_loss__3,re1_tt,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_loss__3.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_loss__4.json,re1_tt__ts-order-service_loss__4,re1_tt,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_loss__4.json,ts-order-service
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_loss__5.json,re1_tt__ts-order-service_loss__5,re1_tt,0,loss,same,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_loss__5.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_mem__1.json,re1_tt__ts-order-service_mem__1,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_mem__1.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_mem__2.json,re1_tt__ts-order-service_mem__2,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_mem__2.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_mem__3.json,re1_tt__ts-order-service_mem__3,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_mem__3.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_mem__4.json,re1_tt__ts-order-service_mem__4,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_mem__4.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-order-service_mem__5.json,re1_tt__ts-order-service_mem__5,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-order-service_mem__5.json,ts-order-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_cpu__1.json,re1_tt__ts-route-service_cpu__1,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_cpu__1.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_cpu__2.json,re1_tt__ts-route-service_cpu__2,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_cpu__2.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_cpu__3.json,re1_tt__ts-route-service_cpu__3,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_cpu__3.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_cpu__4.json,re1_tt__ts-route-service_cpu__4,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_cpu__4.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_cpu__5.json,re1_tt__ts-route-service_cpu__5,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_cpu__5.json,ts-route-service
6,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_delay__1.json,re1_tt__ts-route-service_delay__1,re1_tt,-1,delay,worsened,5,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_delay__1.json,ts-route-service
