case_id,dataset,fault_type,root_cause_service,raw_rank,raw_top1,stationary_counterfactual_ar_uncertainty_rank,stationary_counterfactual_ar_uncertainty_top1,direct_ar_bayes_factor_rank,direct_ar_bayes_factor_top1,direct_root_log_bf,direct_top_competitor,direct_top_competitor_log_bf,direct_root_margin
re1_tt__ts-route-service_mem__2,re1_tt,mem,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,13551.519766279094,ts-food-map-mongo,10361.567396415063,3189.9523698640314
re1_tt__ts-route-service_mem__3,re1_tt,mem,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,14504.406186312975,ts-train-mongo,6518.207170948482,7986.199015364494
re1_tt__ts-route-service_mem__4,re1_tt,mem,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,13569.045798211553,ts-price-mongo,6861.361627305846,6707.684170905707
re1_tt__ts-route-service_mem__5,re1_tt,mem,ts-route-service,1,ts-route-service,1,ts-route-service,2,ts-train-mongo,9608.255457454112,ts-train-mongo,11804.168550007978,-2195.9130925538666
re1_tt__ts-train-service_cpu__1,re1_tt,cpu,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,8738.931134341057,ts-food-map-mongo,4584.71101747555,4154.220116865507
re1_tt__ts-train-service_cpu__2,re1_tt,cpu,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,8881.122358518718,ts-voucher-service,7923.456266250265,957.6660922684532
re1_tt__ts-train-service_cpu__3,re1_tt,cpu,ts-train-service,1,ts-train-service,1,ts-train-service,2,ts-assurance-mongo,8808.84461748166,ts-assurance-mongo,10030.607893492906,-1221.7632760112465
re1_tt__ts-train-service_cpu__4,re1_tt,cpu,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,12711.715987885173,ts-consign-mongo,10024.190977335153,2687.52501055002
re1_tt__ts-train-service_cpu__5,re1_tt,cpu,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,12718.863574196459,ts-security-mongo,7643.483000584165,5075.380573612294
re1_tt__ts-train-service_delay__1,re1_tt,delay,ts-train-service,4,192-168-45-158-9100,3,192-168-45-158-9100,7,ts-consign-mongo,5806.085591205833,ts-consign-mongo,9772.738660037476,-3966.6530688316425
re1_tt__ts-train-service_delay__2,re1_tt,delay,ts-train-service,2,ts-admin-travel-service,2,ts-admin-travel-service,17,ts-payment-mongo,3236.953764994994,ts-payment-mongo,7611.585686734645,-4374.63192173965
re1_tt__ts-train-service_delay__3,re1_tt,delay,ts-train-service,5,ts-ui-dashboard,4,ts-ui-dashboard,14,ts-food-mongo,2301.818179684397,ts-food-mongo,9739.651914175223,-7437.833734490827
re1_tt__ts-train-service_delay__4,re1_tt,delay,ts-train-service,4,ts-travel-service,4,ts-travel-service,1,ts-train-service,6223.746877152397,ts-order-mongo,5851.869257659343,371.8776194930542
re1_tt__ts-train-service_delay__5,re1_tt,delay,ts-train-service,7,192-168-29-237-9100,6,192-168-29-237-9100,18,ts-auth-mongo,2482.8734703430728,ts-auth-mongo,8040.120884660592,-5557.2474143175195
re1_tt__ts-train-service_disk__1,re1_tt,disk,ts-train-service,2,10-192-15-225-9100,2,10-192-15-225-9100,2,ts-news-service,7504.027223580854,ts-news-service,7958.512398801606,-454.48517522075144
re1_tt__ts-train-service_disk__2,re1_tt,disk,ts-train-service,2,10-192-15-223-9100,2,10-192-15-223-9100,2,ts-news-service,7534.740550991878,ts-news-service,7667.767078795277,-133.0265278033985
re1_tt__ts-train-service_disk__3,re1_tt,disk,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,7563.565623369211,ts-admin-user-service,5627.470782131404,1936.0948412378066
re1_tt__ts-train-service_disk__4,re1_tt,disk,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,7540.479494669674,ts-admin-user-service,5445.08440746563,2095.395087204044
re1_tt__ts-train-service_disk__5,re1_tt,disk,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,7549.829265549815,ts-preserve-other-service,5485.212285647735,2064.61697990208
re1_tt__ts-train-service_loss__1,re1_tt,loss,ts-train-service,5,192-168-76-138-9100,4,192-168-76-138-9100,6,ts-avatar-service,6206.175035924275,ts-avatar-service,7921.220239336954,-1715.0452034126793
re1_tt__ts-train-service_loss__2,re1_tt,loss,ts-train-service,3,192-168-45-158-9100,2,192-168-45-158-9100,13,ts-price-mongo,2442.0519475578026,ts-price-mongo,6832.894428793089,-4390.842481235286
re1_tt__ts-train-service_loss__3,re1_tt,loss,ts-train-service,3,ts-food-map-mongo,2,ts-admin-travel-service,29,ts-food-map-mongo,2281.2059288856813,ts-food-map-mongo,9655.215685058878,-7374.009756173196
re1_tt__ts-train-service_loss__4,re1_tt,loss,ts-train-service,5,ts-admin-travel-service,2,ts-admin-travel-service,21,ts-inside-payment-mongo,2274.860574937297,ts-inside-payment-mongo,7617.845215223503,-5342.984640286206
re1_tt__ts-train-service_loss__5,re1_tt,loss,ts-train-service,4,ts-price-mongo,4,ts-travel-service,20,ts-price-mongo,1995.1167221008834,ts-price-mongo,9687.875621166426,-7692.758899065542
re1_tt__ts-train-service_mem__1,re1_tt,mem,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,13722.208134889961,ts-consign-price-mongo,11505.734529704428,2216.4736051855325
re1_tt__ts-train-service_mem__2,re1_tt,mem,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,14790.71703338073,ts-payment-mongo,7927.710613286785,6863.006420093945
re1_tt__ts-train-service_mem__3,re1_tt,mem,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,13713.764396969835,ts-ticket-office-mongo,9796.213088775019,3917.5513081948156
re1_tt__ts-train-service_mem__4,re1_tt,mem,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,13712.908646430573,ts-payment-mongo,7610.799790383865,6102.108856046708
re1_tt__ts-train-service_mem__5,re1_tt,mem,ts-train-service,1,ts-train-service,1,ts-train-service,1,ts-train-service,13721.178621335906,ts-ticket-office-mongo,9651.963722456798,4069.2148988791087
re1_tt__ts-travel-service_cpu__1,re1_tt,cpu,ts-travel-service,1,ts-travel-service,1,ts-travel-service,3,ts-verification-code-service,8800.700873617794,ts-verification-code-service,11328.578406924358,-2527.877533306564
re1_tt__ts-travel-service_cpu__2,re1_tt,cpu,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,12833.435801458894,ts-voucher-service,7697.31164913695,5136.124152321944
re1_tt__ts-travel-service_cpu__3,re1_tt,cpu,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,12447.553141789986,ts-food-map-mongo,9705.215395374084,2742.337746415902
re1_tt__ts-travel-service_cpu__4,re1_tt,cpu,ts-travel-service,1,ts-travel-service,1,ts-travel-service,3,ts-security-service,9071.275232791966,ts-security-service,11282.38202411567,-2211.106791323704
re1_tt__ts-travel-service_cpu__5,re1_tt,cpu,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,8792.30502323327,ts-train-mongo,7677.281934464016,1115.0230887692542
re1_tt__ts-travel-service_delay__1,re1_tt,delay,ts-travel-service,9,192-168-93-129-9100,8,192-168-93-129-9100,29,ts-food-map-mongo,1328.3131316433655,ts-food-map-mongo,6137.513767505313,-4809.200635861947
re1_tt__ts-travel-service_delay__2,re1_tt,delay,ts-travel-service,21,ts-config-mongo,11,ts-consign-price-mongo,25,ts-avatar-service,972.0069704125208,ts-avatar-service,7927.034382961799,-6955.027412549278
re1_tt__ts-travel-service_delay__3,re1_tt,delay,ts-travel-service,2,ts-admin-travel-service,2,ts-admin-travel-service,6,ts-admin-route-service,6144.092336339193,ts-admin-route-service,11679.770300799908,-5535.677964460715
re1_tt__ts-travel-service_delay__4,re1_tt,delay,ts-travel-service,1,ts-travel-service,1,ts-travel-service,16,ts-voucher-service,2758.633625330465,ts-voucher-service,10951.021674085738,-8192.388048755272
re1_tt__ts-travel-service_delay__5,re1_tt,delay,ts-travel-service,1,ts-travel-service,1,ts-travel-service,7,ts-execute-service,5861.972039978277,ts-execute-service,7697.9969059961395,-1836.0248660178622
re1_tt__ts-travel-service_disk__1,re1_tt,disk,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,9377.95123456911,10-192-15-226-9100,3393.7962000948223,5984.155034474286
re1_tt__ts-travel-service_disk__2,re1_tt,disk,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,9417.700346706217,ts-execute-service,5396.362384667905,4021.337962038312
re1_tt__ts-travel-service_disk__3,re1_tt,disk,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,9384.77162399429,ts-ui-dashboard,5234.152083154163,4150.619540840126
re1_tt__ts-travel-service_disk__4,re1_tt,disk,ts-travel-service,2,10-192-15-223-9100,2,10-192-15-223-9100,1,ts-travel-service,9438.218667758061,ts-price-mongo,4802.473270855101,4635.74539690296
re1_tt__ts-travel-service_disk__5,re1_tt,disk,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,7490.746906957184,ts-admin-route-service,4941.441309288576,2549.3055976686082
re1_tt__ts-travel-service_loss__1,re1_tt,loss,ts-travel-service,4,ts-ui-dashboard,4,ts-ui-dashboard,15,ts-config-mongo,3682.510550381328,ts-config-mongo,9698.920477142414,-6016.409926761085
re1_tt__ts-travel-service_loss__2,re1_tt,loss,ts-travel-service,35,ts-auth-mongo,40,ts-auth-mongo,40,ts-cancel-service,42.83283752574425,ts-cancel-service,6496.366073670309,-6453.533236144564
re1_tt__ts-travel-service_loss__3,re1_tt,loss,ts-travel-service,4,192-168-45-158-9100,2,192-168-45-158-9100,17,ts-voucher-service,3103.095881326179,ts-voucher-service,6592.631248083558,-3489.5353667573786
re1_tt__ts-travel-service_loss__4,re1_tt,loss,ts-travel-service,3,ts-food-service,1,ts-travel-service,15,ts-assurance-mongo,3285.07964481674,ts-assurance-mongo,7684.561736232944,-4399.482091416205
re1_tt__ts-travel-service_loss__5,re1_tt,loss,ts-travel-service,8,192-168-29-237-9100,2,192-168-29-237-9100,17,ts-news-service,3116.6371106324077,ts-news-service,6187.160224662944,-3070.523114030536
re1_tt__ts-travel-service_mem__1,re1_tt,mem,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,9249.791739479515,ts-price-mongo,8385.602606837429,864.1891326420864
re1_tt__ts-travel-service_mem__2,re1_tt,mem,ts-travel-service,1,ts-travel-service,1,ts-travel-service,3,ts-verification-code-service,9613.486297847985,ts-verification-code-service,10949.718936083324,-1336.2326382353385
re1_tt__ts-travel-service_mem__3,re1_tt,mem,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,13566.6323411984,ts-inside-payment-mongo,9813.737286908852,3752.8950542895473
re1_tt__ts-travel-service_mem__4,re1_tt,mem,ts-travel-service,1,ts-travel-service,1,ts-travel-service,1,ts-travel-service,13545.699125924895,ts-ticket-office-mongo,7595.428983405293,5950.270142519602
re1_tt__ts-travel-service_mem__5,re1_tt,mem,ts-travel-service,1,ts-travel-service,1,ts-travel-service,2,ts-travel2-mongo,9602.103191204835,ts-travel2-mongo,9998.722140230815,-396.6189490259803
